year,country,cell_subscriptions,internet_users,unemployment,population,bank_branches,tourism_arrivals,region,income_group
2010,Lao PDR,62.59497573,7,NA,6260544,NA,1670000,East Asia & Pacific, Lower middle income
2011,Lao PDR,84.04519396,9,NA,6366909,2.498221227,1786000,East Asia & Pacific, Lower middle income
2012,Lao PDR,64.70225602,10.74767619,NA,6473050,2.640450369,2140000,East Asia & Pacific, Lower middle income
2013,Lao PDR,68.13586427,12.5,NA,6579985,2.66634154,2510000,East Asia & Pacific, Lower middle income
2014,Lao PDR,66.99333256,14.26,NA,6689300,NA,NA,East Asia & Pacific, Lower middle income
2010,Latvia,110.3123196,68.42,19.5,2097555,34.20988659,1373000,Europe & Central Asia,High income: nonOECD
2011,Latvia,111.3637843,69.74995456,16.20000076,2059709,32.80961517,1493000,Europe & Central Asia,High income: nonOECD
2012,Latvia,127.6857527,73.11994377,15,2034319,24.68487497,1435000,Europe & Central Asia,High income: nonOECD
2013,Latvia,124.7611955,75.2344,11.89999962,2012647,21.64334462,1536000,Europe & Central Asia,High income: nonOECD
2014,Latvia,124.1970672,75.83,10.80000019,1990351,20.49464834,NA,Europe & Central Asia,High income: nonOECD
2010,Lebanon,65.96644347,43.68,NA,4337156,29.16656128,2168000,Middle East & North Africa,Upper middle income
2011,Lebanon,77.19001676,52,NA,4388637,29.56074942,1655000,Middle East & North Africa,Upper middle income
2012,Lebanon,80.80708333,61.24978572,NA,4440728,29.30106642,1366000,Middle East & North Africa,Upper middle income
2013,Lebanon,80.56367407,70.5,NA,4493438,29.42998779,1274000,Middle East & North Africa,Upper middle income
2014,Lebanon,88.34778452,74.7,NA,4546774,29.84476394,NA,Middle East & North Africa,Upper middle income
2010,Lesotho,49.15315236,3.86,NA,2010586,3.432413009,426000,Sub-Saharan Africa, Lower middle income
2011,Lesotho,60.72157105,4.2248,NA,2032950,3.452060638,398000,Sub-Saharan Africa, Lower middle income
2012,Lesotho,75.30007872,4.58961763,NA,2057331,3.390909458,423000,Sub-Saharan Africa, Lower middle income
2013,Lesotho,86.30152835,5,24.39999962,2083061,3.635388691,433000,Sub-Saharan Africa, Lower middle income
2014,Lesotho,101.8983929,11,NA,2109197,3.5733003,NA,Sub-Saharan Africa, Lower middle income
2010,Liberia,39.69964553,2.3,3.700000048,3957990,3.612373514,NA,Sub-Saharan Africa,Low income
2011,Liberia,49.52909493,2.5,NA,4079574,3.713007104,NA,Sub-Saharan Africa,Low income
2012,Liberia,56.79362644,2.6,NA,4190155,3.646081921,NA,Sub-Saharan Africa,Low income
2013,Liberia,59.40217188,3.2,NA,4293692,3.792011821,NA,Sub-Saharan Africa,Low income
2014,Liberia,73.35344914,5.41,NA,4396554,3.725643605,NA,Sub-Saharan Africa,Low income
2010,Libya,180.4452926,14,NA,6265697,11.56748589,NA,Middle East & North Africa,Upper middle income
2011,Libya,163.847587,14,NA,6288652,11.51463902,NA,Middle East & North Africa,Upper middle income
2012,Libya,155.7690861,NA,19,6283403,11.70024919,NA,Middle East & North Africa,Upper middle income
2013,Libya,165.0449946,16.5,NA,6265987,NA,NA,Middle East & North Africa,Upper middle income
2014,Libya,161.1206099,17.76,NA,6258984,NA,NA,Middle East & North Africa,Upper middle income
2010,Liechtenstein,98.28349945,80,2.599999905,36276,NA,50000,Europe & Central Asia,High income: nonOECD
2011,Liechtenstein,101.5994284,85,2.400000095,36537,NA,53000,Europe & Central Asia,High income: nonOECD
2012,Liechtenstein,98.42863378,89.4077,2.5,36791,NA,54000,Europe & Central Asia,High income: nonOECD
2013,Liechtenstein,104.0677048,93.8,2.599999905,37040,NA,52000,Europe & Central Asia,High income: nonOECD
2014,Liechtenstein,104.3179007,95.21,NA,37286,NA,NA,Europe & Central Asia,High income: nonOECD
2010,Lithuania,159.3953899,62.12,17.79999924,3097282,29.55627126,1507000,Europe & Central Asia,High income: nonOECD
2011,Lithuania,162.221828,63.6399774,15.39999962,3028115,NA,1775000,Europe & Central Asia,High income: nonOECD
2012,Lithuania,165.055831,67.22998933,13.39999962,2987773,NA,1900000,Europe & Central Asia,High income: nonOECD
2013,Lithuania,151.3449586,68.4529,11.80000019,2957689,NA,2012000,Europe & Central Asia,High income: nonOECD
2014,Lithuania,147.0432509,72.13,10.69999981,2929323,NA,NA,Europe & Central Asia,High income: nonOECD
2010,Luxembourg,143.1426406,90.62,4.400000095,506953,88.62159589,805000,Europe & Central Asia, High income: OECD
2011,Luxembourg,148.1506658,90.02985856,4.900000095,518347,85.38439667,870000,Europe & Central Asia, High income: OECD
2012,Luxembourg,145.3599468,91.94992374,5.099999905,530946,82.59808029,950000,Europe & Central Asia, High income: OECD
2013,Luxembourg,148.6426713,93.7765,5.800000191,543360,81.66206753,945000,Europe & Central Asia, High income: OECD
2014,Luxembourg,148.3714353,94.67,5.900000095,556074,80.37174478,NA,Europe & Central Asia, High income: OECD
2010,"Macao SAR, China",209.9151556,55.198,2.799999952,534626,36.21883902,11926000,East Asia & Pacific,High income: nonOECD
2011,"Macao SAR, China",247.7116047,60.20369672,2.599999905,546682,36.77031289,12925000,East Asia & Pacific,High income: nonOECD
2012,"Macao SAR, China",289.7820156,61.31,2,557763,36.62973689,13577000,East Asia & Pacific,High income: nonOECD
2013,"Macao SAR, China",304.0821011,65.8,1.799999952,568056,37.47385896,14268000,East Asia & Pacific,High income: nonOECD
2014,"Macao SAR, China",322.5915365,69.78,1.700000048,577914,38.48923789,NA,East Asia & Pacific,High income: nonOECD
2010,"Macedonia, FYR",102.4359533,51.9,32,2062443,25.11908547,262000,Europe & Central Asia,Upper middle income
2011,"Macedonia, FYR",105.1967071,56.7,31.39999962,2065888,23.68769906,327000,Europe & Central Asia,Upper middle income
2012,"Macedonia, FYR",106.1686238,57.44994731,31,2069270,24.17200879,351000,Europe & Central Asia,Upper middle income
2013,"Macedonia, FYR",106.1738133,65.24,29,2072543,24.26885793,400000,Europe & Central Asia,Upper middle income
2014,"Macedonia, FYR",109.1001663,68.06,28,2075625,24.38072116,NA,Europe & Central Asia,Upper middle income
2010,Madagascar,36.5839289,1.7,3.799999952,21079532,1.46699026,196000,Sub-Saharan Africa,Low income
2011,Madagascar,40.04243013,1.9,NA,21678867,1.531329312,225000,Sub-Saharan Africa,Low income
2012,Madagascar,39.37666576,2.3,1.299999952,22293720,1.613062855,256000,Sub-Saharan Africa,Low income
2013,Madagascar,36.90806976,3,NA,22924557,1.680953255,196000,Sub-Saharan Africa,Low income
2014,Madagascar,38.21891025,3.7,NA,23571713,1.90312661,NA,Sub-Saharan Africa,Low income
2010,Malawi,20.763471,2.26,NA,14769824,2.827069886,746000,Sub-Saharan Africa,Low income
2011,Malawi,25.56405677,3.33,NA,15226813,1.04738226,767000,Sub-Saharan Africa,Low income
2012,Malawi,29.2138369,4.3506,NA,15700436,3.215092025,770000,Sub-Saharan Africa,Low income
2013,Malawi,32.33015944,5.05,6.400000095,16190126,3.205929473,NA,Sub-Saharan Africa,Low income
2014,Malawi,30.4977722,5.83,NA,16695253,3.188276136,NA,Sub-Saharan Africa,Low income
2010,Malaysia,119.7442976,56.3,3.400000095,28119500,10.85185079,24577000,East Asia & Pacific,Upper middle income
2011,Malaysia,127.477801,61,3.099999905,28572970,11.18618461,24714000,East Asia & Pacific,Upper middle income
2012,Malaysia,141.3296962,65.8,3,29021940,11.07862046,25033000,East Asia & Pacific,Upper middle income
2013,Malaysia,144.7153167,66.97,3.099999905,29465372,10.87029781,25715000,East Asia & Pacific,Upper middle income
2014,Malaysia,148.8298489,67.5,2.900000095,29901997,10.70883672,NA,East Asia & Pacific,Upper middle income
2010,Maldives,151.783883,26.53,11.69999981,367000,14.03090371,792000,South Asia,Upper middle income
2011,Maldives,159.7911219,34,NA,377000,14.09052105,931000,South Asia,Upper middle income
2012,Maldives,165.6257202,38.9301,NA,385000,14.15451722,958000,South Asia,Upper middle income
2013,Maldives,181.1940074,44.1,NA,393000,13.8275461,1125000,South Asia,Upper middle income
2014,Maldives,189.3831136,49.28,NA,401000,13.91058277,NA,South Asia,Upper middle income
2010,Mali,53.19893999,2,7.300000191,15167286,3.884007546,169000,Sub-Saharan Africa,Low income
2011,Mali,75.06504419,2.2,6.900000095,15639115,4.524966811,160000,Sub-Saharan Africa,Low income
2012,Mali,98.37926527,2.8,NA,16112333,5.119734823,134000,Sub-Saharan Africa,Low income
2013,Mali,129.0669372,3.5,7.300000191,16592097,5.379347752,142000,Sub-Saharan Africa,Low income
2014,Mali,149.0238884,7,8.199999809,17086022,NA,NA,Sub-Saharan Africa,Low income
2010,Malta,107.2611822,63,6.800000191,414508,39.74309248,1339000,Middle East & North Africa,High income: nonOECD
2011,Malta,122.3737909,68.01982379,6.400000095,416268,41.69815677,1415000,Middle East & North Africa,High income: nonOECD
2012,Malta,124.4209424,68.19987429,6.300000191,419455,38.13575654,1443000,Middle East & North Africa,High income: nonOECD
2013,Malta,129.7545011,68.9138,6.400000095,423374,38.20005328,1582000,Middle East & North Africa,High income: nonOECD
2014,Malta,126.9833963,73.17,5.900000095,427404,37.70338923,NA,Middle East & North Africa,High income: nonOECD
2010,Marshall Islands,NA,7,NA,52428,17.88725605,4600,East Asia & Pacific,Upper middle income
2011,Marshall Islands,NA,10,4.699999809,52541,20.84183072,4600,East Asia & Pacific,Upper middle income
2012,Marshall Islands,NA,12.5,NA,52663,20.81803641,4600,East Asia & Pacific,Upper middle income
2013,Marshall Islands,NA,14,NA,52786,20.78678998,NA,East Asia & Pacific,Upper middle income
2014,Marshall Islands,29.37163647,16.8,NA,52898,17.77065604,NA,East Asia & Pacific,Upper middle income
2010,Mauritania,76.9112489,4,NA,3591400,4.101441822,NA,Sub-Saharan Africa, Lower middle income
2011,Mauritania,89.52144655,4.5,NA,3683221,4.077098981,NA,Sub-Saharan Africa, Lower middle income
2012,Mauritania,106.0413193,5,NA,3777067,4.582612294,NA,Sub-Saharan Africa, Lower middle income
2013,Mauritania,102.5274559,6.2,NA,3872684,6.566923821,NA,Sub-Saharan Africa, Lower middle income
2014,Mauritania,94.19928487,10.7,NA,3969625,6.890287826,NA,Sub-Saharan Africa, Lower middle income
2010,Mauritius,96.7692919,28.33,7.699999809,1250400,21.09877568,935000,Sub-Saharan Africa,Upper middle income
2011,Mauritius,104.7930618,34.95,7.900000095,1252404,21.42969582,965000,Sub-Saharan Africa,Upper middle income
2012,Mauritius,119.8654035,35.42,8.699999809,1255882,21.7447278,965000,Sub-Saharan Africa,Upper middle income
2013,Mauritius,123.2398186,39,7.599999905,1258653,22.07523213,993000,Sub-Saharan Africa,Upper middle income
2014,Mauritius,132.2498241,41.44,7.699999809,1260934,24.19458961,NA,Sub-Saharan Africa,Upper middle income
2010,Mexico,77.51826326,31.05,5.199999809,118617542,14.17401541,23290000,Latin America & Caribbean,Upper middle income
2011,Mexico,79.24118294,37.17629541,5.199999809,120365271,14.21155932,23403000,Latin America & Caribbean,Upper middle income
2012,Mexico,83.35070827,39.75,4.800000191,122070963,15.08192629,23403000,Latin America & Caribbean,Upper middle income
2013,Mexico,84.81947943,43.46,5,123740109,15.02064516,24151000,Latin America & Caribbean,Upper middle income
2014,Mexico,82.54324957,44.39,4.900000095,125385833,14.91478968,NA,Latin America & Caribbean,Upper middle income
2010,"Micronesia, Fed. Sts.",26.55690559,20,NA,103619,15.29426194,45000,East Asia & Pacific, Lower middle income
2011,"Micronesia, Fed. Sts.",26.68626238,22.8,NA,103476,15.19756821,35000,East Asia & Pacific, Lower middle income
2012,"Micronesia, Fed. Sts.",30.18811355,25.974423,NA,103516,15.0679567,38000,East Asia & Pacific, Lower middle income
2013,"Micronesia, Fed. Sts.",30.31704797,27.8,NA,103718,14.87807418,42000,East Asia & Pacific, Lower middle income
2014,"Micronesia, Fed. Sts.",NA,29.65,NA,104044,14.70436867,NA,East Asia & Pacific, Lower middle income
2010,Moldova,71.38468703,32.3,7.400000095,3562045,10.37653604,8000,Europe & Central Asia, Lower middle income
2011,Moldova,90.80797013,38,6.699999809,3559986,11.27569557,9000,Europe & Central Asia, Lower middle income
2012,Moldova,101.9890274,43.37,5.599999905,3559519,11.47565347,11000,Europe & Central Asia, Lower middle income
2013,Moldova,106.0114063,45,5.099999905,3558566,12.05610834,11500,Europe & Central Asia, Lower middle income
2014,Moldova,107.9952216,46.6,3.900000095,3556400,12.210909,NA,Europe & Central Asia, Lower middle income
2010,Monaco,63.54729271,75,NA,36845,NA,279000,Europe & Central Asia,High income: nonOECD
2011,Monaco,85.3144038,80.3,NA,37189,NA,295000,Europe & Central Asia,High income: nonOECD
2012,Monaco,88.3339099,87,NA,37404,NA,292000,Europe & Central Asia,High income: nonOECD
2013,Monaco,93.74322645,90.7,NA,37528,NA,328000,Europe & Central Asia,High income: nonOECD
2014,Monaco,88.46477171,92.4,NA,37623,NA,NA,Europe & Central Asia,High income: nonOECD
2010,Mongolia,92.54376943,10.2,6.5,2712657,54.70418041,456000,East Asia & Pacific,Upper middle income
2011,Mongolia,106.8296923,12.49999111,4.800000191,2759074,65.80978233,460000,East Asia & Pacific,Upper middle income
2012,Mongolia,120.6945936,16.4,8.199999809,2808339,68.43133914,476000,East Asia & Pacific,Upper middle income
2013,Mongolia,124.1841263,20,7.900000095,2859174,71.09495923,418000,East Asia & Pacific,Upper middle income
2014,Mongolia,105.0609857,27,NA,2909871,71.73635455,NA,East Asia & Pacific,Upper middle income
2010,Montenegro,188.6859395,37.5,19.70000076,619428,39.89131074,1088000,Europe & Central Asia,Upper middle income
2011,Montenegro,186.7595594,35.61154125,19.70000076,620079,40.34635605,1201000,Europe & Central Asia,Upper middle income
2012,Montenegro,159.539416,56.83878255,19.60000038,620601,40.58802676,1264000,Europe & Central Asia,Upper middle income
2013,Montenegro,159.9499825,60.31,19.5,621207,42.39588329,1324000,Europe & Central Asia,Upper middle income
2014,Montenegro,163.0293689,61,18,621800,41.82190997,NA,Europe & Central Asia,Upper middle income
2010,Morocco,101.074253,52,9.100000381,32107739,21.13156319,9288000,Middle East & North Africa, Lower middle income
2011,Morocco,114.019338,46.1074826,8.899999619,32531964,22.20935729,9342000,Middle East & North Africa, Lower middle income
2012,Morocco,119.9722162,55.41605319,9,32984190,23.29386877,9375000,Middle East & North Africa, Lower middle income
2013,Morocco,128.5252097,56,9.199999809,33452686,24.06113797,10046000,Middle East & North Africa, Lower middle income
2014,Morocco,131.713056,56.8,9.899999619,33921203,24.58252583,NA,Middle East & North Africa, Lower middle income
2010,Mozambique,30.14184555,4.17,NA,24321457,3.29782718,1718000,Sub-Saharan Africa,Low income
2011,Mozambique,31.95650185,4.3,NA,25016921,3.537715451,1902000,Sub-Saharan Africa,Low income
2012,Mozambique,34.93571402,4.8491,22.60000038,25732928,3.777682554,2113000,Sub-Saharan Africa,Low income
2013,Mozambique,48.00421557,5.4,NA,26467180,3.812754088,1886000,Sub-Saharan Africa,Low income
2014,Mozambique,69.67187332,5.94,NA,27216276,4.073496931,NA,Sub-Saharan Africa,Low income
2010,Myanmar,1.143820373,0.25,NA,51733013,1.411750026,792000,East Asia & Pacific, Lower middle income
2011,Myanmar,2.375550859,0.98,NA,52125411,1.54718832,816000,East Asia & Pacific, Lower middle income
2012,Myanmar,7.064027247,1.0691,NA,52543841,1.716049243,1059000,East Asia & Pacific, Lower middle income
2013,Myanmar,12.82858801,1.6,NA,52983829,2.530509075,2044000,East Asia & Pacific, Lower middle income
2014,Myanmar,49.47175818,2.1,NA,53437159,3.13500377,NA,East Asia & Pacific, Lower middle income
2010,Namibia,89.49525165,11.6,22.10000038,2193643,12.51899052,984000,Sub-Saharan Africa,Upper middle income
2011,Namibia,98.95730464,12,26.79999924,2240161,12.55430625,1027000,Sub-Saharan Africa,Upper middle income
2012,Namibia,95.01813098,12.9414,16.70000076,2291645,12.35386522,1079000,Sub-Saharan Africa,Upper middle income
2013,Namibia,118.4342133,13.9,29.70000076,2346592,12.34894593,1176000,Sub-Saharan Africa,Upper middle income
2014,Namibia,113.7562458,14.84,NA,2402858,12.80967725,NA,Sub-Saharan Africa,Upper middle income
2010,Nepal,34.25298562,7.93,NA,26875910,5.194248797,603000,South Asia,Low income
2011,Nepal,49.17622818,9,NA,27179237,7.385693349,736000,South Asia,Low income
2012,Nepal,60.45131433,11.1493,NA,27500515,8.429257578,803000,South Asia,Low income
2013,Nepal,76.84979601,13.3,3.299999952,27834981,8.351576141,798000,South Asia,Low income
2014,Nepal,82.48728874,15.44,NA,28174724,8.472508751,NA,South Asia,Low income
2010,Netherlands,115.4301505,90.72,4.5,16615394,23.00962186,10883000,Europe & Central Asia, High income: OECD
2011,Netherlands,118.9791426,91.41999576,4.400000095,16693074,21.30744152,11300000,Europe & Central Asia, High income: OECD
2012,Netherlands,117.9668468,92.85999236,5.300000191,16754962,19.65144235,11680000,Europe & Central Asia, High income: OECD
2013,Netherlands,116.1568948,93.9564,6.699999809,16804432,17.35424736,12783000,Europe & Central Asia, High income: OECD
2014,Netherlands,116.4234077,93.17,6.800000191,16854183,14.75783363,NA,Europe & Central Asia, High income: OECD
2010,New Caledonia,89.62249218,42,NA,250000,NA,99000,East Asia & Pacific,High income: nonOECD
2011,New Caledonia,91.00189762,50,NA,254000,NA,112000,East Asia & Pacific,High income: nonOECD
2012,New Caledonia,91.24844463,58,NA,258000,NA,112000,East Asia & Pacific,High income: nonOECD
2013,New Caledonia,93.76364544,66,NA,262000,NA,108000,East Asia & Pacific,High income: nonOECD
2014,New Caledonia,93.56333518,70,NA,266000,NA,NA,East Asia & Pacific,High income: nonOECD
2010,New Zealand,107.8263131,80.46,6.5,4350700,34.48696965,2435000,East Asia & Pacific, High income: OECD
2011,New Zealand,109.1999113,81.23,6.5,4384000,33.85419569,2511000,East Asia & Pacific, High income: OECD
2012,New Zealand,110.3624066,82,6.900000095,4408100,33.25716598,2473000,East Asia & Pacific, High income: OECD
2013,New Zealand,105.7756947,82.78,6.300000191,4442100,30.81263314,2629000,East Asia & Pacific, High income: OECD
2014,New Zealand,112.0546897,85.5,5.800000191,4509700,29.56680157,NA,East Asia & Pacific, High income: OECD
2010,Nicaragua,68.05401524,10,8,5737722,6.870966904,1011000,Latin America & Caribbean, Lower middle income
2011,Nicaragua,81.68356887,10.6,NA,5807787,7.226931495,1060000,Latin America & Caribbean, Lower middle income
2012,Nicaragua,97.66328039,13.5,NA,5877034,7.113300068,1180000,Latin America & Caribbean, Lower middle income
2013,Nicaragua,111.9801766,15.5,5.300000191,5945646,7.443442083,1229000,Latin America & Caribbean, Lower middle income
2014,Nicaragua,114.5655993,17.6,NA,6013913,7.618056519,NA,Latin America & Caribbean, Lower middle income
2010,Niger,23.0821922,0.83,NA,16291990,0.965561899,74000,Sub-Saharan Africa,Low income
2011,Niger,28.72476707,1.3,NA,16946485,1.112603152,82000,Sub-Saharan Africa,Low income
2012,Niger,31.44796172,1.4077,NA,17635782,1.317028306,94000,Sub-Saharan Africa,Low income
2013,Niger,39.2922097,1.7,NA,18358863,1.505792413,123000,Sub-Saharan Africa,Low income
2014,Niger,44.43748576,1.95,NA,19113728,NA,NA,Sub-Saharan Africa,Low income
2010,Nigeria,54.66094952,24,21.39999962,159424742,6.513401248,1555000,Sub-Saharan Africa, Lower middle income
2011,Nigeria,57.96066304,28.43,23.89999962,163770669,6.35470037,715000,Sub-Saharan Africa, Lower middle income
2012,Nigeria,66.79811805,32.8,7.599999905,168240403,5.7649627,486000,Sub-Saharan Africa, Lower middle income
2013,Nigeria,73.29196161,38,7.099999905,172816517,5.855702247,600000,Sub-Saharan Africa, Lower middle income
2014,Nigeria,77.84154715,42.68,4.800000191,177475986,5.560285565,NA,Sub-Saharan Africa, Lower middle income
2010,Northern Mariana Islands,NA,NA,11.19999981,53860,NA,375000,East Asia & Pacific,High income: nonOECD
2011,Northern Mariana Islands,NA,NA,NA,53234,NA,336000,East Asia & Pacific,High income: nonOECD
2012,Northern Mariana Islands,NA,NA,NA,53314,NA,NA,East Asia & Pacific,High income: nonOECD
2013,Northern Mariana Islands,NA,NA,NA,53869,NA,NA,East Asia & Pacific,High income: nonOECD
2014,Northern Mariana Islands,NA,NA,NA,54541,NA,NA,East Asia & Pacific,High income: nonOECD
2010,Norway,114.4755401,93.39,3.5,4889252,10.95738908,4767000,Europe & Central Asia, High income: OECD
2011,Norway,115.8117293,93.48998265,3.200000048,4953088,10.72843572,4963000,Europe & Central Asia, High income: OECD
2012,Norway,116.092253,94.64997805,3.099999905,5018573,9.943011203,NA,Europe & Central Asia, High income: OECD
2013,Norway,116.268422,95.0534,3.400000095,5079623,8.953454909,NA,Europe & Central Asia, High income: OECD
2014,Norway,116.5131491,96.3,3.5,5136475,8.562260326,NA,Europe & Central Asia, High income: OECD
2010,Oman,164.3422859,35.8278,NA,2943747,22.6570912,1442000,Middle East & North Africa,High income: nonOECD
2011,Oman,158.9952836,48,NA,3210003,21.26503901,1018000,Middle East & North Africa,High income: nonOECD
2012,Oman,159.25134,60,NA,3545192,19.70388422,1438000,Middle East & North Africa,High income: nonOECD
2013,Oman,154.6459078,66.45,NA,3906912,18.3125671,1551000,Middle East & North Africa,High income: nonOECD
2014,Oman,157.7532566,70.22,NA,4236057,15.96626871,NA,Middle East & North Africa,High income: nonOECD
2010,Pakistan,57.28341989,8,5.300000191,170043918,8.384621767,907000,South Asia, Lower middle income
2011,Pakistan,61.81345992,9,5.699999809,173669648,8.543941248,1161000,South Asia, Lower middle income
2012,Pakistan,67.06360938,9.96,NA,177392252,8.781242826,966000,South Asia, Lower middle income
2013,Pakistan,70.13037598,10.9,6,181192646,9.110397895,NA,South Asia, Lower middle income
2014,Pakistan,73.33219105,13.8,5.599999905,185044286,9.379440042,NA,South Asia, Lower middle income
2010,Palau,70.89399121,NA,NA,20470,NA,86000,East Asia & Pacific,Upper middle income
2011,Palau,74.95389692,NA,NA,20606,NA,109000,East Asia & Pacific,Upper middle income
2012,Palau,82.63949118,NA,NA,20756,NA,119000,East Asia & Pacific,Upper middle income
2013,Palau,85.78736017,NA,NA,20919,NA,105000,East Asia & Pacific,Upper middle income
2014,Palau,90.60055932,NA,NA,21097,NA,NA,East Asia & Pacific,Upper middle income
2010,Panama,180.6992035,40.1,6.5,3620506,22.54026465,1324000,Latin America & Caribbean,Upper middle income
2011,Panama,180.0781064,42.7,4.5,3681979,22.47791731,1473000,Latin America & Caribbean,Upper middle income
2012,Panama,163.4167491,40.30189522,4,3743761,22.07900921,1606000,Latin America & Caribbean,Upper middle income
2013,Panama,162.9742998,44.03,4.099999905,3805683,23.39266575,1658000,Latin America & Caribbean,Upper middle income
2014,Panama,158.0542825,44.92,4.800000191,3867535,22.76617512,NA,Latin America & Caribbean,Upper middle income
2010,Papua New Guinea,27.83340587,1.28,NA,6847517,1.722452645,140000,East Asia & Pacific, Lower middle income
2011,Papua New Guinea,34.22227108,2,NA,7001172,1.838735899,158000,East Asia & Pacific, Lower middle income
2012,Papua New Guinea,37.7981892,3.5,NA,7154870,1.83384876,168000,East Asia & Pacific, Lower middle income
2013,Papua New Guinea,40.97654202,6.5,NA,7308864,1.828891551,174000,East Asia & Pacific, Lower middle income
2014,Papua New Guinea,44.92845743,9.38,NA,7463577,NA,NA,East Asia & Pacific, Lower middle income
2010,Paraguay,91.65810722,19.8,5.699999809,6209877,8.362234188,465000,Latin America & Caribbean,Upper middle income
2011,Paraguay,99.32993534,24.76351588,4.300000191,6293763,9.261770631,524000,Latin America & Caribbean,Upper middle income
2012,Paraguay,101.5901938,29.34,4.900000095,6379162,9.743002847,579000,Latin America & Caribbean,Upper middle income
2013,Paraguay,103.6899605,36.9,5,6465669,10.03118807,610000,Latin America & Caribbean,Upper middle income
2014,Paraguay,105.604533,43,6,6552518,10.43352133,NA,Latin America & Caribbean,Upper middle income
2010,Peru,99.49532906,34.77,4,29373644,45.51942838,2299000,Latin America & Caribbean,Upper middle income
2011,Peru,109.6118145,36.01,3.900000095,29759891,55.58376229,2598000,Latin America & Caribbean,Upper middle income
2012,Peru,98.00011004,38.2,3.599999905,30158768,71.52664254,2846000,Latin America & Caribbean,Upper middle income
2013,Peru,98.08298127,39.2,4,30565461,86.62640062,3164000,Latin America & Caribbean,Upper middle income
2014,Peru,102.9158073,40.2,6,30973148,120.6781428,NA,Latin America & Caribbean,Upper middle income
2010,Philippines,88.98361743,25,7.300000191,93038902,7.740532632,3520000,East Asia & Pacific, Lower middle income
2011,Philippines,99.09141423,29,7,94501233,7.850076991,3917000,East Asia & Pacific, Lower middle income
2012,Philippines,105.4510985,36.2351,7,96017322,8.126589914,4273000,East Asia & Pacific, Lower middle income
2013,Philippines,104.5023215,37,7.099999905,97571676,8.427332712,4681000,East Asia & Pacific, Lower middle income
2014,Philippines,111.2187234,39.69,6.800000191,99138690,8.801095941,NA,East Asia & Pacific, Lower middle income
2010,Poland,122.9152946,62.32,9.600000381,38042794,32.10662959,12470000,Europe & Central Asia, High income: OECD
2011,Poland,131.2936783,61.94999897,9.600000381,38063255,32.48239407,13350000,Europe & Central Asia, High income: OECD
2012,Poland,141.5464567,62.30999727,10.10000038,38063164,33.90772116,14840000,Europe & Central Asia, High income: OECD
2013,Poland,149.0785439,62.8492,10.30000019,38040196,32.97950577,15800000,Europe & Central Asia, High income: OECD
2014,Poland,156.4493733,66.6,9,37995529,33.02146714,NA,Europe & Central Asia, High income: OECD
2010,Portugal,115.3032751,53.3,10.80000019,10573100,66.00983321,6756000,Europe & Central Asia, High income: OECD
2011,Portugal,116.3901378,55.24999688,12.69999981,10557560,64.12522701,7264000,Europe & Central Asia, High income: OECD
2012,Portugal,112.3895255,60.33999749,15.5,10514844,61.30918745,7503000,Europe & Central Asia, High income: OECD
2013,Portugal,113.035602,62.0956,16.20000076,10457295,58.25424908,8097000,Europe & Central Asia, High income: OECD
2014,Portugal,111.796269,64.59,13.89999962,10397393,53.64628274,NA,Europe & Central Asia, High income: OECD
2010,Puerto Rico,79.09024816,45.3,16.10000038,3721527,NA,3186000,Latin America & Caribbean,High income: nonOECD
2011,Puerto Rico,83.97889108,48,15.69999981,3686771,NA,3048000,Latin America & Caribbean,High income: nonOECD
2012,Puerto Rico,82.55282485,68.9999826,14.5,3642281,NA,3069000,Latin America & Caribbean,High income: nonOECD
2013,Puerto Rico,83.64642094,73.9,14.30000019,3595839,NA,3200000,Latin America & Caribbean,High income: nonOECD
2014,Puerto Rico,87.11106333,78.78,13.89999962,3548397,NA,NA,Latin America & Caribbean,High income: nonOECD
2010,Qatar,124.9603221,69,NA,1765513,18.35067814,1700000,Middle East & North Africa,High income: nonOECD
2011,Qatar,120.4784442,69,0.600000024,1905437,13.2873104,2057000,Middle East & North Africa,High income: nonOECD
2012,Qatar,126.8564857,69.3,0.5,2015624,13.21592367,2346000,Middle East & North Africa,High income: nonOECD
2013,Qatar,152.6441746,85.3,0.300000012,2101288,12.49205233,2611000,Middle East & North Africa,High income: nonOECD
2014,Qatar,145.7647461,91.49,NA,2172065,14.3995098,NA,Middle East & North Africa,High income: nonOECD
2010,Romania,111.4288898,39.93,7,20246871,35.11939344,7498000,Europe & Central Asia,Upper middle income
2011,Romania,107.3871984,40.00999678,7.199999809,20147528,34.93666362,7611000,Europe & Central Asia,Upper middle income
2012,Romania,104.9886091,45.87999425,6.800000191,20058035,32.91797472,7937000,Europe & Central Asia,Upper middle income
2013,Romania,105.5829217,49.7645,7.099999905,19983693,31.43109134,8019000,Europe & Central Asia,Upper middle income
2014,Romania,105.91415,54.08,6.800000191,19910995,30.57988641,NA,Europe & Central Asia,Upper middle income
2010,Russian Federation,165.5010987,43,7.300000191,142849449,35.15688352,22281000,Europe & Central Asia,High income: nonOECD
2011,Russian Federation,142.0484328,49,6.5,142960868,36.82822661,24932000,Europe & Central Asia,High income: nonOECD
2012,Russian Federation,145.3276296,63.8,5.5,143201676,38.30485499,28177000,Europe & Central Asia,High income: nonOECD
